นิติบุคคลจัดตั้งเดือนมีนาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
1493 ,0105558038178,บจ.พร็อพเพอร์ตี้คลีนนิ่งเซอร์วิส จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการบริการรักษาความสะอาดตามสถานที่ทั่วไป และอาคารพาณิชย์ทุกประเภท,168/36 ถนนประเสริฐมนูกิจ  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1494 ,0105558038186,บจ.ทรัพย์แสนดี บิวเดอร์ จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง ซ่อมแซม บำรุงรักษา ตรวจสอบงานอาคาร และงานสาธารณูปโภค,89/81 ซอยนวมินทร์ 81 แยก 3-2  แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240
1495 ,0105558038551,บจ.สิริ คาร์โก้ โลจิสติกส์ จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการรับบริากรนำของเข้าออกตามพิธีการศุลกากรและการจัดระวางการขนส่งสินค้าทุกชนิด,92/503 หมู่บ้านนาริสา ซอยเสรีไทย 29  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1496 ,0105558038577,บจ.มอร์ อีอาร์พี จำกัด,2/3/2558," 1,000,000 ",การทำซอฟต์แวร์ระบบ โปรแกรมสำเร็จรูป ชุดคำสั่งโปรแกรมประยุกต์ที่ใช้ในการเพิ่มประสิทธิภาพทางธุรกิจ,372 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1497 ,0105558038755,บจ.ริตาริ จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการค้า ปุ๋ยอินทรีย์เคมี และปุ๋ยอื่นๆ ที่เกี่ยวข้องกับเกษตรกรรมทุกชนิด,46/36 หมู่ที่ 10  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1498 ,0105558038780,บจ.ไฮไลท์ติ้งโซลูชั่น จำกัด,2/3/2558," 1,000,000 ",ค้าหลอดไฟ จอภาพ แผงวงจร รวมทั้งอะไหล่ อุปกรณ์และชิ้นส่วนของสินค้า,81 ซอยลาดพร้าว 138  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1499 ,0105558038976,บจ.วี ซัพพลาย คอร์ปอเรชั่น จำกัด,3/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่าย เครื่องสำอางและผลิตภัณฑ์ของใช้ในโรงแรม รีสอร์ท สปา,827/1 ซอยลาดพร้าว 87 (จันทราสุข)  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1500 ,0105558038984,บจ.บี.ไอ.จี แอ๊คเคาท์ติ้ง จำกัด,3/3/2558," 1,000,000 ",ประกอบกิจการบริการทางด้านกฎหมายทางบัญชีทางวิศวกรรมทางสถาปัตยกรรมและกิจการโฆษณา,6/194 ซอยรามคำแหง 147/2  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1501 ,0105558038992,บจ.พีทรีอาร์ แมเนจเม้นท์ จำกัด,3/3/2558," 1,000,000 ",ประกอบธุรกิจบริการรับทำบัญชีภาษีอากรที่ปรึกษาทางบัญชีภาษีอากร,250/2 หมู่ที่ 5 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1502 ,0105558039115,บจ.ไอเอ็นจี อินเตอร์เทรดดิ้ง จำกัด,3/3/2558," 1,000,000 ",ประกอบกิจการค้าพลาสติก,2/124 ถนนราษฎร์พัฒนา  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1503 ,0105558039271,บจ.โค๊ดเดอร์ จำกัด,3/3/2558," 1,000,000 ",ประกอบกิจการค้าและรับจ้างทำและให้บริการทางด้านซอฟต์แวร์ รวมทั้งอุปกรณ์ที่เกี่ยวข้อง,189/27 ซอยกรุงเทพกรีฑา 7 ถนนกรุงเทพกรีฑา  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1504 ,0105558039301,บจ.ธรรมนิพัทธ์ จำกัด,3/3/2558," 1,000,000 ",บริการทางด้านกฏหมาย รับเป็นที่ปรึกษากฏหมาย และรับว่าความให้แก่บุคคล หรือนิติบุคคลหรือ รัฐวิสาหกิจ,19/372 หมู่ที่ 13  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1505 ,0105558039361,บจ.เทเลโปรเกรส จำกัด,3/3/2558," 1,000,000 ",บริการจัดหาที่ตั้งสถานีโทรศัพท์เคลื่อนที่และระบบสื่อสาร ติดตั้งอุปกรณ์ระบบสื่อสารคอมพิวเตอร์,92/300 ซอยเสรีไทย 29  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1506 ,0105558039476,บจ.จินตนา คอซเมติก จำกัด,3/3/2558," 1,000,000 ",ประกอบกิจการจำหน่ายสมุนไพรทุกชนิด,48/280 ซอยรามคำแหง 104  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1507 ,0105558039506,บจ.นาทีทอง ช้อปปิ้ง  จำกัด,3/3/2558," 1,000,000 ",ให้บริการด้านการให้เช่าสัญญาณผ่านทางโทรทัศน์ระบบบอกรับเป็นสมาชิก,99/85 ซอยรามคำแหง 94  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1508 ,0105558039662,บจ.เนเชอร์ ฮีลลิ่ง จำกัด,3/3/2558," 1,000,000 ",การขายสินค้าไม่ว่าอย่างได อย่างเดียวหรือหลายอย่าง ในวันใดวันหนึ่ง,109/134 หมู่บ้านมัณฑนา-พระราม 9 วงแหวน หมู่ที่ 16  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1509 ,0105558039891,บจ.ฟาซิลเล่ จำกัด,5/3/2558," 1,000,000 ",นำเข้า จำหน่าย เครื่องสำอางค์ ผลิตภัณฑืเสริมความงาม อุปกรณ์เสริมสวย อุปกรณ์ออกกำลังกาย ผลิตภัณฑ์เสริ,1056/1 หมู่บ้านคาซ่า ซิตี้ ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1510 ,0105558039964,บจ.มีเอา โปรดัคชั่น จำกัด,5/3/2558," 1,000,000 ",ผลิตสื่อโฆษณาและสื่อประชาสัมพันธ์ทุกประเภท เช่น มิวสิควีดีโอเพลงภาพยนตร์โฆษณา  สื่อไวรัล ออนไลน์,34 ซอยลาดพร้าว 101 ซอย 44 (หมู่บ้านเสรี)  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1511 ,0105558040369,บจ.จัสท์-ไฮ ออร์กะไนซ์ จำกัด,5/3/2558," 1,000,000 ",บริการออกแบบและจัดกิจกรรมครบวงจรได้แก่กิจกรรมการตลาดงานประชาสัมพันธ์งานแต่งงานงานสัมนางานนิทรรศการ,740 ซอยลาดพร้าว 101/1 แยก 19 ถนนลาดพร้าว  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1512 ,0105558040393,บจ.นู๋กบ อินเตอร์เทรด จำกัด,5/3/2558," 1,000,000 ",จำหน่ายอาหารสัตว์,599/14 หมู่ที่ 6  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1513 ,0105558040610,บจ.เอ.เอ็ม ออฟฟิศ ซัพพลายส์ จำกัด,5/3/2558," 1,000,000 ",จำหน่าย ให้เช่า วัสดุอุปกรณ์คอมพิวเตอร์และเครื่องใช้สำนักงานทุกชนิด,289/355 ถนนราษฎร์พัฒนา  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1514 ,0105558040946,บจ.ไก่ออกไข่ จำกัด,6/3/2558," 1,000,000 ",การขายอาหารและเครื่องดื่มทุกชนิด ประกอบธุรกิจแฟรนไซส์,5 ซอยรามคำแหง 118 แยก 52  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1515 ,0105558041209,บจ.เอาท์ดอร์ พลัส จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออก รวมถึงจัดจำหน่าย และเป็นตัวแทนจำหน่ายเสื้อผ้าสินค้าอื่นเพื่อกิจกรรมทุกชนิด,4/373 ซอยเสรีไทย 57  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1516 ,0105558041268,บจ.เอแอนด์เอ โกลบอล เทรดดิ้ง จำกัด,6/3/2558," 1,000,000 ",ผลิต นำเข้าส่งออก จำหน่าย เทียนทุกประเภท,6 ซอยกรุงเทพกรีฑา 8 แยก 6 (คาราบาว) ถนนกรุงเทพกรีฑา  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1517 ,0105558041373,บจ.เหอหลง อิมปอร์ต แอนด์ เอ็กซ์ปอร์ต จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการค้า นำเข้าส่งออก ผลไม้รวมทั้งสินค้าอุปโภค บริโภค ทุกชนิดทุกประเภท,53 ซอยรามคำแหง 24 แยก 34(โรงเรียนคลองกะจะ) ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1518 ,0105558041438,บจ.ซีพี ไอพี ลีกัล จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษาด้านกฎหมาย,199/464 ซอยนวมินทร์ 42  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1519 ,0105558041675,บจ.ฟิวชั่น พลัส จำกัด,6/3/2558," 1,000,000 ",ประกอบกิจการขนส่งสินค้าและเอกสาร,12/163 ตรอกการเคหะหลังที่ 12 ถนนเสรีไทย  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1520 ,0105558041861,บจ.กฎหมาย พีเอสพี จำกัด,9/3/2558," 1,000,000 ",ประกอบกิจการด้านกฎหมาย ฟ้องร้องและบังคับคดี ที่ปรึกษาด้านกฎหมาย จดทะเบียนต่างๆและอื่นๆ,79/172 หมู่บ้านภัทรา ซอยรามคำแหง 76  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1521 ,0105558041985,บจ.เมนส์เฮลธ์ โซลูชันส์ จำกัด,9/3/2558," 1,000,000 ",จัดจำหน่ายผลิตภัณฑ์อาหารเสริม เครื่องสำอางค์ เครื่องดื่มบำรุงเพื่อสุขภาพ,40/23 ซอยโพธิ์แก้ว 3  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1522 ,0105558042191,บจ.เนติ จำกัด,9/3/2558," 1,000,000 ",กิจกรรมทางด้านกฎหมาย,191/226 ถนนราษฎร์พัฒนา  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1523 ,0105558042337,บจ.ซีเอ็น คอร์เปอร์เรชั่น จำกัด,9/3/2558," 1,000,000 ",ผลิต นำเข้า ส่งออก แบ่งบรรจุ จำหน่าย ครีมบำรุง อาหารเสริมบำรุงร่างกาย สบู่ น้ำหอม ผลิตภัณฑ์บำรุงผิว,106/115 ซอยนักกีฬาแหลมทอง 14 ถนนกรุงเทพกรีฑา  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1524 ,0105558042400,บจ.อิมเมเจอรี จำกัด,9/3/2558," 1,000,000 ",ประกอบกิจการให้บริการออกแบบสร้างสรรค์และผลิตสื่อสิ่งพิมพ์และสื่อโฆษณารูปแบบต่างๆ,289/351 หมู่บ้านการ์เด้นสวีท ดิ อินดี้โฮม ถนนราษฎร์พัฒนา  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1525 ,0105558042434,บจ.อักษรวารี จำกัด,9/3/2558," 1,000,000 ",ประกอบกิจการ ทำทราย ดูดทราย ระเบิดหิน โม่หิน,99/835 ซอยราษฎร์พัฒนา 22  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1526 ,0105558042574,บจ.กันยาวีร์ (2558) จำกัด,9/3/2558," 1,000,000 ",บริการบัญชี,399/84 ซอยนวมินทร์ 111 ถนนประดิษฐ์มนูธรรม  แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240
1527 ,0105558042701,บจ.เอาท์โกรว์ เอนเนอร์ยี่ คอนซัลท์ จำกัด,9/3/2558," 1,000,000 ",ให้บริการด้านวิศวกรรม การจัดซื้อ จัดจ้าง และการก่อสร้าง (EPC) ที่เกี่ยวกับพลังงานแสงอาทิตย์,9/15 โครงการเวิร์ค แอท ไลฟ์ ซอยนวมินทร์ 36 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1528 ,0105558042728,บจ.แคนเดิล เพาเวอร์ เอ็นจิเนียริ่ง จำกัด,9/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารอาคารพาณิชย์อาคารที่พักอาศัยสถานที่ราชการถนนสะพานเขื่อนอุโมงค์ฯลฯ,308/2 ซอยลาดพร้าว 107 (ดีสมโชค) ถนนลาดพร้าว  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1529 ,0105558042833,บจ.ซี เอ ที การบัญชีและที่ปรึกษา จำกัด,9/3/2558," 1,000,000 ",ประกอบกิจการให้บริการรับทำบัญชีตรวจสอบบัญชีและที่ปรึกษาบัญชีภาษีและกฎหมาย,36 ซอยรามคำแหง 82 ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1530 ,0105558042841,บจ.จี ดับบลิว ที (ไทยแลนด์) จำกัด,9/3/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องและอุปกรณ์ผลิตน้ำดื่ม,2 ซอยรามคำแหง 20 (แม้นเขียน 4) ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1531 ,0105558042876,บจ.กิเลนไทย แอดไวซ์เซอรี่ จำกัด,9/3/2558," 1,000,000 ",ประกอบธุรกิจเป็นตัวแทน นายหน้า ด้านซื้อ-ขาย สังหาริมทรัพย์ และอสังหาริมทรัพย์,19/49 ถนนหัวหมาก  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1532 ,0105558042892,บจ.ซีดับบลิว บี ที พร๊อพเพอร์ตี้ โซลูชั่น จำกัด,10/3/2558," 1,000,000 ",บริหารจัดการอาคาร อาคารสำนักงาน หมู่บ้านจัดสรร และที่อยู่อาศัยทุกประเภท,533 อาคารดี พลาซ่า ชั้นที่ 4 ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1533 ,0105558043228,บจ.มาดี ณ. กรุงเทพ จำกัด,10/3/2558," 1,000,000 ",ประกอบกิจการออกแบบสื่อโฆษณาเพื่อการประชาสัมพันธ์ สื่ออิเลคทรอนิค สื่อวิทยุ สื่อพิมพ์ โทรทัศน์,18 ถนนกาญจนาภิเษก  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1534 ,0105558043341,บจ.กรีนโกรว์ เอ็นเนอร์จี จำกัด,10/3/2558," 1,000,000 ",กิจกกรมให้คำปรึกษาด้านบริหารจัดการ,16/7 ซอยรามคำแหง 30/1 แยก 2  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1535 ,0105558043376,บจ.เอ็นพี อินเตอร์ช้อป จำกัด,10/3/2558," 1,000,000 ",ประกอบธุรกิจให้บริการในงานทางด้านการให้เช่าสัญญาณผ่านทางโทรทัศน์ระบบบอกรับเป็นสมาชิก,99/85 ซอยรามคำแหง 94  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1536 ,0105558043724,บจ.เอกมงคล ซัพพลาย แอนด์ แมชชินเนอรี่ จำกัด,11/3/2558," 1,000,000 ",การซ่อมคอมพิวเตอร์และอุปกรณ์สื่อสาร,19/7 ซอยลาดพร้าว 107  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1537 ,0105558043767,บจ.เอ็นพี ไอที คอมพิวเตอร์ เซอร์วิส จำกัด,11/3/2558," 1,000,000 ",การซ่อมคอมพิวเตอร์และอุปกรณ์สื่อสาร,19/7 ซอยลาดพร้าว 107  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1538 ,0105558043953,บจ.กอล์ฟ วิชั่น (ไทยแลนด์) จำกัด,11/3/2558," 1,000,000 ",รับจ้างผลิตรายการทางโทรทัศน์ รับออกแบบงานโฆษณา,444/141 ซอยรามคำแหง 162/1 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1539 ,0105558043988,บจ.สไมล์ ฮอลิเดย์ จำกัด,11/3/2558," 1,000,000 ",ประกอบกิจการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับการนำเที่ยวทุกชนิดทั้งในและต่างประเทศ,53/140 ซอยรามคำแหง 24/3  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1540 ,0105558044054,บจ.เขมรัชต์ดีมาก จำกัด,11/3/2558," 1,000,000 ",ประกอบกิจการด้านวิทยุ โทรทัศน์,42 ซอยนักกีฬาแหลมทอง 2  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1541 ,0105558044305,บจ.วรรษชล เอนเตอร์ไพรส์ จำกัด,11/3/2558," 1,000,000 ",ผลิต ประดิษฐ์ จัดจำหน่าย ของชำร่วย ของตกแต่งบ้าน ของตกแต่งทั่วไป,144/7 ถนนเสรีไทย  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1542 ,0105558044666,บจ.เซ็นทรัล ไบโอเคมิคัล แอนด์ ซัพพลาย จำกัด,12/3/2558," 1,000,000 ",ประกอบกิจการค้านำเข้าและส่งออกเคมีภัณฑ์ชีวภัณฑ์ที่ใช้ในโรงงานอุตสาหกรรม,220/16 หมู่บ้านศรีนครพัฒนา 1 หมู่ที่ 5 ซอยนวมินทร์ 24 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1543 ,0105558045000,บจ.สยามคอน เอ็นจิเนียริ่ง เซอร์วิส จำกัด,12/3/2558," 1,000,000 ",บริหารงานวิศวกรรม อาคารสูง อาคารสำนักงาน ศูนย์การค้า,278-280 ซอยศูนย์บันเทิงการค้า ถนนนวมินทร์  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1544 ,0105558045221,บจ.กู๊ด ไลน์ คอนสตรัคชั่น ซิสเต็ม จำกัด,12/3/2558," 1,000,000 ",ประกอบกิจการเป็นตัวแทนนายหน้าซื้อขายรับโอนเช่าให้เช่าซื้อที่ดินพร้อมสิ่งปลูกสร้าง,52/255 ซอยกรุงเทพกรีฑา 13/1  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1545 ,0105558045310,บจ.ร้าน น็อต แอนด์ สกรู จำกัด,12/3/2558," 1,000,000 ",ประกอบกิจการค้า น็อตและสกรูทุกชนิด,116 ถนนศรีนครินทร์  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1546 ,0105558045361,บจ.ชำนาญ อินเตอร์เนชั่นแนล ลอว์ จำกัด,12/3/2558," 1,000,000 ",ประกอบกิจการบริการทางด้านกฎหมาย,26 ซอยหัวหมาก 9 แยก 1  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1547 ,0105558045573,บจ.ลิติเกชั่น แมนเนจเมนท์ กรุ๊ป จำกัด,12/3/2558," 1,000,000 ",รับจ้าง การบริหารด้านกฎหมาย และบังคับคดี,13 ซอยรามคำแหง 85/1 ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1548 ,0105558045719,บจ.ซูเรีย ซอล์ท (ไทยแลนด์) จำกัด,13/3/2558," 1,000,000 ",ประกอบกิจการนำเข้าสินค้าและจำหน่ายภายในประเทศ ได้แก่ เกลือ,59/387 ซอยรามคำแหง 140 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1549 ,0105558045794,บจ.ดี เวอร์ค ซัพพลาย จำกัด,13/3/2558," 1,000,000 ",การค้าเครื่องเคหภัณฑ์ เครื่องไฟฟ้า อุปกรณ์ไฟฟ้า รวมทั้งอะไหล่และอุปกรณ์ของสินค้า,606/24 ซอยลาดพร้าว 87 (จันทราสุข)  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1550 ,0105558046391,บจ.สามร้อยหกสิบ จำกัด,16/3/2558," 1,000,000 ",รับจ้างการทำโฆษณาในสื่อโฆษณาทุกประเภทรวมทั้งจัดทำ และจัดหาส่วนประกอบที่ใช้ในการโฆษณา,59/364 ซอยรามคำแหง 140 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1551 ,0105558046529,บจ.เอ็กซ์เพิร์ตเอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,16/3/2558," 1,000,000 ",ประกอบกิจการติดตั้ง งานระบบ งานไฟฟ้า ปะปา ดับเพลิง ระบบทำความเย็นท่อแก๊ส ท่อลม ท่อน้ำ ถังเก็บเชื้อเพ,25/1541 ซอยลาดพร้าว 101 ซอย 36 (กาญจนวาศ)  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1552 ,0105558046626,บจ.ที.เอส.เอ็ม. อิเล็กทรอนิกส์ คอนโทรล จำกัด,16/3/2558," 1,000,000 ",บริการซ่อมแซม บำรุงรักษา เครื่องจักรโรงงานรวมไปถึงติดตั้งเครื่องจักรทุกชนิด,8 ซอยลาดพร้าว 101 ซอย 32 (ต้นสน)  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1553 ,0105558047304,บจ.เอ็ม.เจ. เอ็นจิ้น จำกัด,17/3/2558," 1,000,000 ",ประกอบกิจการผลิต จำหน่าย รับจ้างทำ กลึงไส โลหะ ทุกประเภท,3/94 ซอยกรุงเทพกรีฑา 9 (บ้านสวนริมคลอง)  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1554 ,0105558047509,บจ.เอ็ดยูเคชั่น แอนด์ ดีเวลล็อปเม้นท์ เอ็กซเพิร์ท จำกัด,17/3/2558," 1,000,000 ",ประกอบกิจการเป็นศูนย์ประเมินทักษะและความรู้ ความสามารถในด้านต่าง ๆ เช่น ศูนย์สอบวัดระดับภาษาอังกฤษ,16 ซอยรามคำแหง 118 แยก 56  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1555 ,0105558047673,บจ.วันเวลา แอสเซท จำกัด,17/3/2558," 1,000,000 ",ประกอบกิจการให้บริการรับเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านบริหารงานพณิชยกรรม,88/27 ซอยโยธินพัฒนา 11 แยก 7  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1556 ,0105558048106,บจ.เบลล์ ดีเวลอปเม้นป์ 2001 จำกัด,18/3/2558," 1,000,000 ",จำหน่าย เครื่องทำกาแฟ เครื่องบดกาแฟ และอุปกรณ์ที่ใช้สำหรับการทำกาแฟทุกชนิด,84 ซอยรามคำแหง 148  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1557 ,0105558048131,บจ.อิงฟ้า แฟมิลี่ จำกัด,18/3/2558," 1,000,000 ",ประกอบธุรกิจภัตตาคาร จำหน่ายอาหารและเครื่องดื่ม,937/18 ซอยลาดพร้าว 87 (จันทราสุข)  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1558 ,0105558048271,บจ.ดเวล โปรเจกส์ จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างออกแบบตกแต่งภายในและภายนอกจัดสวน,90/71 ถนนโพธิ์แก้ว  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1559 ,0105558048319,บจ.อาร์เค 2015 จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจการเป็นนายหน้าตัวแทนบริการรับเป็นผู้จัดการดูแลผลประโยชน์และจัดการทรัพย์สินให้บุคคลอื่น,99/74 ซอยรามคำแหง 94 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1560 ,0105558048351,บจ.เอ็นเอสที แลบ แอนด์ เคมี จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจการขายปลีกขายส่งวัตถุดิบสารประกอบในเครื่องสำอางและอาหาร,110 ซอยหัวหมาก 31  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
1561 ,0105558048459,บจ.ศูนย์กระจายสินค้า กรุงเทพ จำกัด,18/3/2558," 1,000,000 ",ให้บริการด้านโลจิสติกส์ รับส่งสินค้า ศูนย์กระจายสินค้า รับจัดสินค้า,15-15/1 ซอยกรุงเทพกรีฑา 20 แยก 3 ถนนกรุงเทพกรีฑา  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240
1562 ,0105558048483,บจ.ร้อยพันล้าน จำกัด,18/3/2558," 1,000,000 ",บริการรับจัดงานอีเว้นท์  และจำหน่าย ให้เช่า อุปกรณ์จัดงานทุกชนิด,119/352 ซอยนวมินทร์ 101  แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240
1563 ,0105558048866,บจ.ไทยเฮิร์บส์ แอนด์ เบฟเวอเรจ จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจการค้า และเป็นตัวแทน ผลิต จำหน่าย ยาสมุนไพร,25 ซอยศรีบูรพา 14  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
1564 ,0105558049170,บจ.วันทำบุญ จำกัด,19/3/2558," 1,000,000 ",ประกอบกิจการ รับจัดงานทำบุญทุกชนิด งานอีเว้นท์ต่างๆ พร้อมอุปกรณ์สำหรับใช้ในพิธีแบบครบชุด,599/51 หมู่บ้านมายเพลส หมู่ที่ 6 ซอยนวมินทร์ 72 ถนนนวมินทร์  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
1565 ,0105558049731,บจ.อาร์แอนด์อาร์ เนอสเซอรี่ จำกัด,19/3/2558," 1,000,000 ",ประกอบกิจการรับเลี้ยงเด็กกลางวัน,800 ซอยนวมินทร์ 69  แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240
1566 ,0105558049749,บจ.นวมินทร์ โปรดักชั่น จำกัด,19/3/2558," 1,000,000 ",ประกอบกิจการจัดสร้างและจัดจำหน่ายภาพยนต์ ละคร เพลง สื่อโฆษณา รวมทั้งสื่อบันเทิงชนิดต่างๆ,40/203 ซอยนวมินทร์ 107 แยก 2  แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240
1567 ,0105558049897,บจ.เอ็มดี แอนด์ เอ แมนเนจเม้นท์ จำกัด,19/3/2558," 1,000,000 ",การก่อสร้างอาคารที่พักอาศัย การดัดแปลงหรือการปรับปรุงอาคารที่อยู่อาศัย,120/26 อาคารสุขวัฒนา ชั้นที่ 2 หมู่ที่ 6  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240
