นิติบุคคลจัดตั้งเดือนพฤศจิกายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
321,0105558188749,บจ.ไท่หนิว(ไทยแลนด์) จำกัด,30/11/2558," 2,000,000 ",จำหน่ายเนื้อสัตว์ อบแห้ง,59 ซอยเอกชัย 30  แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,,
322,0105558175728,บจ.ทรี ฟลาย สตูดิโอ จำกัด,3/11/2558," 2,000,000 ",ประกอบกิจการให้บริการรับฝึกสอนและวิธีการเล่นโยคะ โยคะบนผืนผ้า การออกกำลังกายฟิสเนส,212/3 ห้องเลขที่ ดี3-03 ชั้นที่ 3 ถนนกัลปพฤกษ์  แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160,,
323,0105558176872,บจ.ซานเหลียนซิง เทรดดิ้ง 2015 จำกัด,5/11/2558," 2,000,000 ",ประกอบกิจการซื้อขายสินค้าหรือบริการโดยวิธีการใช้สื่ออิเล็กทรอนิกส์,58 ซอยเพชรเกษม 86 ถนนเพชรเกษม  แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,,
324,0105558180560,บจ.หนุมาน การ์เดียน โซลูชันส์ จำกัด,12/11/2558," 2,000,000 ",ประกอบกิจการให้บริการรักษาความปลอดภัย,1095/170 ซอยเพชรเกษม 63 ถนนเพชรเกษม  แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,,
325,0105558181434,บจ.ไทย-จีน ยู โอ เค กรุ๊ป จำกัด,13/11/2558," 2,000,000 ",ประกอบค้าโทรศัพท์ มือถือ,89/60 ซอยราชพฤกษ์ 6  แขวงบางจาก เขตภาษีเจริญ กรุงเทพมหานคร 10160,,
326,0105558182473,บจ.แคสเปอร์จิวเวลรี่แอนด์วอทเชส จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการจำหน่ายผ้าทุกชนิด,392 ถนนเพชรเกษม  แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160,,
327,0105558183135,บจ.แมคซ์มอร์ กรุ๊ป จำกัด,18/11/2558," 2,000,000 ",ประกอบกิจการค้ากระดาษ เครื่องเขียน แบบเรียน แบบพิมพ์ หนังสือ อุปกรณ์การเรียนการสอน เครื่องคำนวณ,1095/152 ซอยเพชรเกษม 63  แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,,
328,0105558186711,บจ.พีอาร์เอฟซีเอ จำกัด,25/11/2558," 2,000,000 ",ประกอบกิจการนำเข้า-ส่งออก และจำหน่าย  ฮาร์แวร์ ซอฟแวร์ คอมพิวเตอร์พร้อมอุปกรณ์,90 ซอยเพชรเกษม 76 ถนนเพชรเกษม  แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,,
329,0105558187661,บจ.อีเทอร์ตี้ บิวตี้ จำกัด,27/11/2558," 2,000,000 ",ประกอบกิจการ จำหน่ายเครื่องสำอาง,142/67 ถนนกาญจนาภิเษก  แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160,,
330,0105558175230,บจ.รักเก็ด โอเวอร์แลนด์ จำกัด,2/11/2558," 2,000,000 ",นำเข้าส่งออกการขายและซ่อมแซมชิ้นส่วนยานยนต์และอุปกรณ์เสริมพิเศษ,17/8 ถนนกาญจนาภิเษก  แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,,
331,0105558182031,บจ.นาคาไทยพลัส จำกัด,16/11/2558," 2,000,000 ",นำเข้า ส่งออก สินค้าอุปโภค บริโภค,69/66 หมู่ที่ 12  แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,,
332,0105558183615,บจ.เบสท์ โซลูชั่น บิสสิเนส จำกัด,19/11/2558," 2,000,000 ",ให้บริการติดตั้งกล้องวงจรปิด หรือบริการอย่างอื่นที่เกี่ยวกับกล้องวงจรปิดทุกชนิด,20/342 หมู่บ้านอิ่มอัมพร ซอยราชพฤกษ์ 9  แขวงบางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170,,
333,0105558186568,บจ.ทีเค ท็อป คาร์ จำกัด,25/11/2558," 2,000,000 ",การขายยานยนต์เก่าชนิดรถยนต์นั่งส่วนบุคคล รถกระบะ รถตู้ และรถขนาดเล็กที่คล้ายกัน,36 ถนนกาญจนาภิเษก  แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,,
334,0105558187343,บจ.คลีน เอ็นเนอร์ยี่ เซ็นจูรี่ จำกัด,26/11/2558," 2,000,000 ",ประกอบกิจการผลิตพลังงานไฟฟ้า,7/4 หมู่ที่ 6  แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,,
335,0105558184859,บจ.พอร์คกี้ แพคเกอร์ จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการจัดสัมมนา และทัศนศึกษาทั่วราชอาณาจักร,137 ชั้นที่ 1 ตรอกวัดตรีทศเทพ  แขวงบ้านพานถม เขตพระนคร กรุงเทพมหานคร 10200,,
336,0105558175451,บจ.คอร์ดี้สกินแคร์ จำกัด,3/11/2558," 2,000,000 ",ประกอบกิจการผลิตและจำหน่าย ขายปลีก ขายส่ง เครื่องสำอาง,201/480 ซอยวิภาวดีรังสิต 64 (มหานคร)  แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210,,
337,0105558177534,บจ.เดอะซีเคร็ตการ์เดนสกินแคร์ (ประเทศไทย) จำกัด,6/11/2558," 2,000,000 ",เป็นตัวแทนจำหน่ายสินค้า เวชภัณฑ์ เครื่องสำอาง จากต่างประเทศ,109/235 ซอยพหลโยธิน 52 แยก 36  แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10210,,
338,0105558183372,บจ.ริดดี ซิดดี โอเวอร์ซีส์ จำกัด,18/11/2558," 2,000,000 ",ประกอบกิจการนำเข้าส่งออก สินค้าอุปโภค บริโภค,25 ซอยสรงประภา 28 ถนนสรงประภา  แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,,
339,0105558184191,บจ.อีสต์ แบงค์คอก ทรานสปอร์ต จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศทั้งภายในประเทศและระหว่างประเทศ,40 ซอยสรงประภา 2 ถนนสรงประภา  แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,,
340,0105558184212,บจ.อีสต์ แบงค์คอก ทริป แมเนจเม้นท์ จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศทั้งภายในประเทศและระหว่างประเทศ,40 ซอยสรงประภา 2 ถนนสรงประภา  แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,,
341,0105558184239,บจ.อีสต์ แบงค์คอก โฮเทล แมเนจเม้นท์ จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศทั้งภายในประเทศและระหว่างประเทศ,40 ซอยสรงประภา 2 ถนนสรงประภา  แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,,
342,0105558184697,บจ.ดีไลฟ์ ซินเนอร์จี้ จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการผลิต และจำหน่าย ซื้อมาขายไป เกี่ยวกับสินค้าอุปโภคทุกประเภท,2/55 ซอยแจ้งวัฒนะ 14  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
343,0105558185031,บจ.แบล็คไวน์ (ประเทศไทย) จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการด้านบริการจัดงานแสดงสินค้า งานเปิดตัวสินค้า,77/20 หมู่บ้านโกลเด้น เพรสทีจ วัชรพล - สุขาภิบาล ถนนสุขาภิบาล 5  แขวงออเงิน เขตสายไหม กรุงเทพมหานคร 10210,,
344,0105558186126,บจ.รวินท์ดีไซน์ จำกัด,24/11/2558," 2,000,000 ",ร้านขายปลีกเสื้อผ้า,1/35 ซอยงามวงศ์วาน 43 แยก 15 (ชินเขต1/15)  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
345,0105558175884,บจ.ร่ำรวย คอร์ปอเรชั่น จำกัด,3/11/2558," 2,000,000 ",จำหน่ายกุ้ง หอย ปู ปลา ผักผลไม้,9/42 ซอยสายไหม 56  แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220,,
346,0105558182368,บจ.ไอเน็ตเวิร์ค (ประเทศไทย) จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการผลิต นำเข้าส่งออก สินค้าประเภทอาหารเสริมและเครื่องสำอาง,105/16 ถนนสายไหม  แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220,,
347,0105558185120,บจ.พีทูเค ดีเวลลอปเม้นท์ จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการนำเข้าส่งออก จำหน่ายผลิตภัณฑ์เครื่องสำอาง อาหารเสริม สมุนไพรเพื่อสุขภาพต่างๆ,5/296 ถนนวัชรพล  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,,
348,0105558175329,บจ.เอซีแอล (ไทยแลนด์) จำกัด,2/11/2558," 2,000,000 ",ประกอบกิจการนำเข้าส่งออกผลิตรับออกแบบวางระบบเกี่ยวกับการประหยัดพลังงานและจำหน่ายผลิตภัณฑ์ด้านพลังงาน,51/70 ถนนรามอินทรา  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
349,0105558176821,บจ.บูจาโร จำกัด,4/11/2558," 2,000,000 ",ประกอบกิจการร้านเบเกอรี่ ขนม ขนมปัง ไอศครีม และเครื่องดื่ม ร้านอาหาร และเครื่องดื่ม,69/2ศูนย์การค้าเซ็นทรัลเฟสติวัล อีสต์วิลล์ อาคารเค ชั้น 2 ห้องหมายเลข เค 206 ถนนประดิษฐ์มนูญธรรม  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
350,0105558177674,บจ.ดับเบิ้ลยูเอ็มดี แคร์ จำกัด,6/11/2558," 2,000,000 ",จัดจำหน่าย นำเข้า ส่งออก ขายส่งอุปกรณ์และเครื่องมือเครื่องใช้ทางการแพทย์ ทุกประเภท,3 ซอยรามอินทรา 42/1  แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230,,
351,0105558180713,บจ.แจแปน เทรดดิ้งส์ จำกัด,12/11/2558," 2,000,000 ",ประกอบกิจการ นำเข้าส่งออกสินค้าประเภท เครื่องจักรกล เครื่องมือและอุปกรณ์ก่อสร้าง,18/257 ซอยประเสริฐมนูกิจ 25 แยก 2 ถนนประเสริฐมนูกิจ  แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
352,0105558182953,บจ.คังเสียง อินเตอร์เนชั่นแนล จำกัด,18/11/2558," 2,000,000 ",ประกอบธุรกิจรับเป็นผู้จัดการดูแลผลประโยชน์เก็บผลประโยชน์และจัดการทรัพย์สินให้บุคคลอื่น,68 อาคารคันต้ากรุ๊ป ห้องเลขที่ 419 ชั้นที่ 4 ซอยนวลจันทร์ 34  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
353,0105558184387,บจ.ลัคกี้ ฮอลิเดย์ (ไทยแลนด์) จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการห้องพักรายวัน,55/317 ถนนคลองลำเจียก  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
354,0105558185782,บจ.ยวี่ ต๋า จำกัด,24/11/2558," 2,000,000 ",ประกอบกิจโรงแรม ภัตตาคาร บาร์ ไนต์คลับ,68 ชั้นที่ 4 ซอยนวลจันทร์ 34  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
355,0105558187149,บจ.เอ็ม.ฟาวเดอร์ จำกัด,26/11/2558," 2,000,000 ",ประกอบกิจการให้บริการเช่าอุปกรณ์และเครื่องมือหนักทุกชนิด,323 ถนนเสนานิคม 1  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
356,0105558188528,บจ.เหม่ย ต๋า ฮอลิเดย์ จำกัด,30/11/2558," 2,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร บาร์ไนท์คลับ,18/358 ซอยนวลจันทร์ 28  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
357,0103558022105,หจ.รีสโต้ กะทู้,6/11/2558," 2,000,000 ",บริการเกี่ยวกับอสังหาริมทรัพย์ โดยได้รับค่าแทนหรือตามสัญญาจ้าง เช่า อาคารชุด คอนโดมิเนียม สำนักงาน,55 ห้อง เอ 3 ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
358,0105558176201,บจ.ดีเวลล๊อปเมนท์ ออน ออนไลน์ แอดเวอร์ไทซิ่ง จำกัด,4/11/2558," 2,000,000 ",ประกอบกิจการรับจ้างผลิต จำหน่าย ซอฟแวร์แอพพลิเคชั่นหรือโปรแกรมบนโทรศัพท์มือถือหรือเครื่องมือสื่อสาร,11/1 ซอยรามคำแหง 121  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
359,0105558177020,บจ.บีแอลเอคิว จำกัด,5/11/2558," 2,000,000 ",บริการด้านอาหารในภัตตาคาร ร้านอาหาร,555 ซอยหมู่บ้านสินธร ถนนแฮปปี้แลนด์  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,,
360,0105558178701,บจ.เวลท์อินฟินิตี้กรุ๊ป จำกัด,9/11/2558," 2,000,000 ",ประกอบกิจการผลิตและจำหน่ายสินค้ากลุ่มดูแลสุขภาพได้แก่ อาหารเสริม,92/776 ซอยเสรีไทย 29  แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,,
361,0105558178905,บจ.สโนดวอร์ฟ จำกัด,10/11/2558," 2,000,000 ",ประกอบกิจการ นำเข้าและส่งออก เกี่ยวกับเครื่องสำอางค์ ผ้าและเสื้อผ้าสำเร็จรูปทุกชนิด,48/158 ซอยรามคำแหง 104 ถนนรามคำแหง  แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,,
362,0105558181051,บจ.ชาร์ลีน่า คอสเมติค จำกัด,13/11/2558," 2,000,000 ",ประกอบกิจการขายปลีกเครื่องสำอางรวมถึงสิ่งปรุงแต่งสำหรับประทินร่างกายหรือประเทืองโฉม,369 หมู่บ้านศิขริน ซอยรามคำแหง 24 แยก 30 ถนนรามคำแหง  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
363,0105558181370,บจ.ทวินพลัส เอนเตอร์ไพรซ์ จำกัด,13/11/2558," 2,000,000 ",ขายอุปกรณ์ตกปลา อาหารปลา,31 ซอยรามคำแหง 24/3  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
364,0105558182538,บจ.แอตแลนติก เมทัล เทรดดิ้ง จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการคัดแยกสิ่งปฏิกูล,3530 ชั้นที่ 2 ถนนลาดพร้าว  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,,
365,0105558186754,บจ.ไท้ เจี้ยนอัน จำกัด,25/11/2558," 2,000,000 ",ประกอบกิจการโรงแรม,201 ซอยรามคำแหง 60  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
366,0105558188421,บจ.สยาม ซีเนอร์จี โซลูชั่น จำกัด,30/11/2558," 2,000,000 ",จำหน่ายอุปกรณ์คอมพิวเตอร์ ซอฟแวร์ นำเข้าสินค้าซอฟแวร์,28/1 ซอยรามคำแหง 30/1 แยก 2  แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,,
367,0105558178034,บจ.เอซีอี ฟู้ดส์ จำกัด,6/11/2558," 2,000,000 ",นำเข้า ขายส่ง ขายปลีก อาหาร วัตถุดิบ เครื่องปรุงรสชนิดต่างๆ เครื่องดื่ม อาหารสำเร็จรูป ไอศครีม,37 ซอยอ่อนนุช 53 แยก 1-7 ถนนอ่อนนุช  แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,,
368,0105558180055,บจ.ทิพย์ราจ เทรดดิ้ง อินเตอร์เนชั่นแนล จำกัด,11/11/2558," 2,000,000 ",บริการจองโรงแรมที่พัก จำหน่ายตั๋วเครื่องบิน,760/305 ซอยพัฒนาการ38  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
369,0105558182775,บจ.เรซ พาร์ท (ไทยแลนด์) จำกัด,18/11/2558," 2,000,000 ",การขายส่งและขายปลีก ยานยนต์ รถจักรยานยนต์ อะไหล่และชิ้นส่วนอุปกรณ์ยานยนต์,366-368 ถนนพัฒนาการ  แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,,
370,0105558185235,บจ.ลี่เฟิง จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการ วัสดุก่อสร้าง อุปกรณ์และเครื่องมือใช้ในการก่อสร้าง เครื่องมือช่างทุกประเภท,1279 ถนนพัฒนาการ  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
371,0105558185651,บจ.เฮอิเซ อินเตอร์เนชั่นแนล จำกัด,23/11/2558," 2,000,000 ",จำหน่ายอะไหล่รถยนต์ อุปกรณ์ประดับยนต์ทุกชนิด,109 ชั้นที่ 1 ซอยเฉลิมพระเกียรติ ร.๙ ซ.62  แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร 10250,,
372,0105558186134,บจ.เจที อินเตอร์เนชั่นแนล คอร์ปอเรชั่น จำกัด,24/11/2558," 2,000,000 ",ประกอบกิจการนำเข้าส่งออกอาหารสัตว์สำเร็จรูปและอุปกรณ์สัตว์เลี้ยงทุกชนิด,2439 ซอยพัฒนาการ 47 ถนนพัฒนาการ  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
373,0105558186941,บจ.เทียนอี้ อิมปอร์ตแอนด์เอ็กซ์ปอร์ต จำกัด,25/11/2558," 2,000,000 ",ซื้อมาขายไป นำเข้าส่งออก สินค้าอุปโภคบริโภค ฮาร์ดแวร์ ซอฟแวร์ เช่น ยางพารา เครื่องใช้ไฟฟ้า,103 ซอยอ่อนนุช 17 แยก 9  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
374,0105558188374,บจ.คิงดอมลอว์กรุ๊ป จำกัด,30/11/2558," 2,000,000 ",ประกอบกิจการรับปรึกษาและดำเนินการธุรกิจกฎหมาย และอรรถคดีทุกประเภท,206 อาคารปาร์คพล่าซ่า ห้องเอฟ3-03 ซอย20 ถนนพัฒนาการ  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
375,0105558188404,บจ.โค้ชชิ่ง โซลูชั่นส์ จำกัด,30/11/2558," 2,000,000 ",ประกอบกิจการจัดฝึกอบรมสัมมนาสอนพัมนาวิชาชีพ,756/166 ซอยพัฒนาการ 38  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
376,0105558188676,บจ.ไทยเมคคานิคส ์ซีสเต็ม จำกัด,30/11/2558," 2,000,000 ",ประกอบกิจการด้านงานวิศวกรรมทุกประเภท,11 ซอยอ่อนนุช57 แยก2  แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,,
377,0105558188781,บจ.สเตลล่า เทรดดิ้ง (ไทยแลนด์) จำกัด,30/11/2558," 2,000,000 ",นำเข้า ขายส่ง ขายปลีก เนื้อสัตว์จากต่างประเทศ,998/124 ถนนอ่อนนุช  แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,,
378,0105558184182,บจ.เอ็ม.วาย. เทยารา จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการจำหน่ายรองเท้า เครื่องหนัง รวมถึงอะไหล่อละอุปกรณ์ของสินค้าดังกล่าว,13/10 ซอยสุขุมวิท103/1 ถนนสุขุมวิท  แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,,
379,0105558185014,บจ.เวฟ เทคโนโลยีส์ จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการให้บริการรับประกอบถังบำบัดของเสีย,206 ซอยวชิรธรรมสาธิต 55  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,,
380,0105558186339,บจ.ไคลเอนท์โปร เรียลเตอร์ จำกัด,25/11/2558," 2,000,000 ",เป็นนายหน้า ตัวแทน ตัวแทนค้าต่างในกิจการและธุรกิจทุกประเภท,71 ชั้น 3 ห้องเลขที่ 1 ซอยสุขุมวิท 101/1 ถนนสุขุมวิท  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,,
381,0105558187335,บจ.วาณิชา เอ็นเตอร์ไพรส์ จำกัด,26/11/2558," 2,000,000 ",ประกอบกิจการจำหน่ายนำเข้า ส่งออก น้ำผึ้ง เกสร เกสรดอกไม้ น้ำมันรำข้าว น้ำมันมะพร้าว ชากาแฟ,39/218 ซอยบางนา-ตราด 25  แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,,
382,0105558187491,บจ.บัฟฟาโล บิลท์ จำกัด,26/11/2558," 2,000,000 ",ให้บริการออกแบบ ตกแต่ง ดัดแปลงต่อเติมและซ่อมแซมอาคาร,3653/3-4 ถนนสุขุมวิท  แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,,
383,0105558187688,บจ.ชูก้า ฮิลล์ จำกัด,27/11/2558," 2,000,000 ",ประกอบกิจการค้าขนมขบเคี้ยว ค้าปลีกและค้าส่ง ได้แก่ เจลลี่ ขนม ลูกอมต่างๆ ช็อกโกแลต,206 ซอยวชิรธรรมสาธิต 55  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,,
384,0105558174861,บจ.กรีนฟีลด์ คอร์ปอเรชั่น จำกัด,2/11/2558," 2,000,000 ",ประกอบกิจการนำเข้าส่งออกและจัดจำหน่ายเครื่องจักร,3 ซอยลาดพร้าว 52 (นิเวศน์ 2)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
385,0105558175175,บจ.จี เค โซลูชั่น จำกัด,2/11/2558," 2,000,000 ",ตัวแทนนาย ขายส่ง ขายปลีก สินค้าอุปโภค บริโภค ทุกชนิด,11 ซอยลาดพร้าว 52 (นิเวศน์2)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
386,0105558175311,บจ.โกลเดียร์ กรุ๊ป (ไทยแลนด์) จำกัด,2/11/2558," 2,000,000 ",ประกอบกิจการธุรกิจนำเข้าและจำหน่ายสินค้าเบ็ดเตล็ดทุกชนิด,98/128 หมู่บ้านกลางเมืองพระรามเก้า - รามคำแหง ซอยรามคำแหง 39  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,,
387,0105558175680,บจ.123 อินเตอร์ จำกัด,3/11/2558," 2,000,000 ",จำหน่ายปลีกและส่ง เครื่องนุ่งห่มเสื้อผ้าสำเร็จรูป,488 ซอยรัชดานิเวศน์  แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,,
388,0105558176775,บจ.ไมโคร ชาฟท์ จำกัด,4/11/2558," 2,000,000 ",นำเข้า และจำหน่ายอุปกรณ์กอล์ฟทุกชนิด,33/4 อาคารเดอะไนท์ ทาวน์เวอร์ เอ ชั้นที่ 35 ถนนพระราม9  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
389,0105558177119,บจ.เอชบีซี เรดิโอเมติค(ที) จำกัด,5/11/2558," 2,000,000 ",ประกอบกิจการค้าเครื่องวิทยุโทรคมนาคม รีโมทคอนโทรล สำหรับเครื่องจักร,2354/8 ถนนลาดพร้าว  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,,
390,0105558177887,บจ.ซิม แคร์ แอนด์ วอร์รันที จำกัด,6/11/2558," 2,000,000 ",ประกอบกิจการรับเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านบริหารงานพาณิชยกรรมอุตสาหกรรม,80/23 ซอยลาดพร้าว 58/1  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
391,0105558178042,บจ.ไนน์ สเตท ฟรุต แอนด์ วีเก็ตเทเบิล จำกัด,6/11/2558," 2,000,000 ",ประกอบกิจการนำเข้าและส่งออกสินค้า พืช ผัก ผลไม้ และสินค้าทางการเกษตรทุกชนิด,799/46 ซอยลาดพร้าว 80 (จันทิมา)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
392,0105558179341,บจ.ตราช้าง เทรดดิ้ง จำกัด,10/11/2558," 2,000,000 ",ประกอบกิจการจำหน่าย นำเข้า ส่งออก สินค้าอุปโภคบริโภค ตามกฏหมายอนุญาต,131/621 ถนนพระราม9  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
393,0105558179375,บจ.วาเซิง แอดเวอร์ไทซ์เม้นท์ จำกัด,10/11/2558," 2,000,000 ",ประกอบกิจการของบริษัทโฆษณา,184/174 อาคารฟอรั่มทาวเวอร์ ชั้นที่ 27 ถนนรัชดาภิเษก  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
394,0105558180471,บจ.ไทย จิน เหมา พลาสติกโปรดักส์ จำกัด,12/11/2558," 2,000,000 ",ประกอบกิจการผลิต จำหน่าย ปลีก-ส่ง ซึ่งผลิตภัณฑ์พลาสติกทุกชนิด,512 ซอยลาดพร้าว 112(เอี่ยมสมบูรณ์)  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,,
395,0105558182171,บจ.ยู เซิ่น จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการขายตั๋วเครื่องบิน,59 อาคารฟอล์ริชช์ ชั้นที่ 6 ซอยรัชดาภิเษก 18 ถนนรัชดาภิเษก  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
396,0105558182571,บจ.เวิร์คฟอร์ซ เทมป์ จำกัด,17/11/2558," 2,000,000 ",รับเป็นที่ปรึกษาและให้บริการในการรับจ้างทำงานในด้านต่างๆ ให้กับบริษัทและองค์กรอื่นๆ,3 ซอยลาดพร้าว 52 (นิเวศน์2)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
397,0105558182601,บจ.ยู.วี.ที. เทรดดิ้ง จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการประมูลเพื่อรับจ้างทำของ,538 อาคารแกรนด์ ชั้นที่ 9 ถนนรัชดาภิเษก  แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,,
398,0105558182911,บจ.แซด แอล อินเตอร์เนชั่นแนล จำกัด,18/11/2558," 2,000,000 ",นำเข้า ส่งออกสินค้าและอาหาร ทุกประเภทรวมถึงจัดจำหน่ายทั้งปลีกและส่งในประเทศ,338/178 ซอยลาดพร้าว 80 (จันทิมา)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
