นิติบุคคลจัดตั้งเดือนพฤษภาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
"1,267",0105558082533,บจ.เมดเอล (ประเทศไทย) จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการโรงพยาบาลเอกชน สถานพยาบาล,"1446, 1448 ถนนสุทธิสารวินิจฉัย  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400"
"1,268",0105558082860,บจ.เอ็มแอนด์เจ โปรดักส์ (2015) จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายน้ำผลไม้ ทั้งปลีก และส่ง,59/248 ซอยอาคารพิบูลวัฒนา ถนนพระรามที่ 6  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400
"1,269",0105558083777,บจ.ซีอี อ๊อฟฟิศเซอร์ จำกัด,21/5/2558," 1,000,000 ",รับเหมาก่อสร้าง ออกแบบและตกแต่งภายในทุกประเภท,451/70 ซอยอินทามระ 47  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,270",0105558083971,บจ.ควินท์ เอ็ดดูเคชัน จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการกวดวิชาทั่วไป การให้บริการสอนเสริม การเตรียมสอบเข้ามหาวิทยาลัย,5 อาคารฟอร์จูนทาวน์ ชั้นที่ G ห้องเลขที่ X03-6/2 ถนนรัชดาภิเษก  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,271",0105558084749,บจ.ธนจักร ดีเฟ็นซ์ จำกัด,22/5/2558," 1,000,000 ",นำเข้า จำหน่าย อุปกรณ์ทางทหาร ตำรวจหน่วยงานราชการต่างๆรวมทั้งอาวุธยุทโธปกรณ์ต่างๆ,3/78 ซอยสมประสงค์ 3  แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400
"1,272",0105558085036,บจ.อินฟินิท 95 จำกัด,22/5/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องสำอาง อุปกรณ์เครื่องมือเครื่องใช้เสริมความงาม,9/5 ซอยอิทามาระ 9 ถนนสุทธิสาร  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400
"1,273",0105558085753,บจ.พี.คิว.เอ็ม. ซิสเต็ม จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการให้บริการรับเหมางานก่อสร้าง งานระบบไฟฟ้า สุขาภิบาล ดับเพลิงแอร์,110 ซอยอินทามระ 18  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,274",0105558085915,บจ.ดีดี แอสเซ็ท 2015 จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการ ซื้อ ขาย ให้เช่า จำนำ จำนอง ขายฝากซึ่งที่ดิน,810 ถนนสุทธิสาร  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,275",0105558086229,บจ.ไลฟ์ พาร์ทเนอร์ส จำกัด,26/5/2558," 1,000,000 ",ประกอบกิจการให้บริการ ดำเนินการจัดการและรับเป็นที่ปรึกษาให้คำแนะนำเกี่ยวกับการจัดสัมมนา,555 อาคารเดอะพาลาเดียม เวิลด์ ช็อปปิ้ง ชั้นที่ บี2 ถนนราชปรารภ  แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400
"1,276",0105558086598,บจ.ไพร์ม โปรดักส์ จำกัด,26/5/2558," 1,000,000 ",ส่งออกเครื่องแต่งกายและเครื่องประดับ,1 อาคารฟอร์จูนทาวน์ ชั้นที่ 26 ถนนรัชดาภิเษก  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,277",0105558086661,บจ.ก.สำเพ็ง ฮาร์ดแวร์ จำกัด,27/5/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้าง อุปกรณ์และเครื่องมือใช้ในการก่อส้ราง เครื่องมือช่างทุกประเภท,182 ซอยราชวิถี 18 ถนนราชวิถี  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400
"1,278",0105558086733,บจ.แอปเปิ้ลฟาร์มเนเทอรัล (ไทยแลนด์) จำกัด,27/5/2558," 1,000,000 ",ประกอบกิจการนำเข้า ผลิต และจำหน่ายเครื่องสำอาง,119 ซอยสมบูรณ์พัฒนา 2  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,279",0105558086806,บจ.เอ็มดี เนล อิท บิวตี้ แอนด์ บาร์ จำกัด,27/5/2558," 1,000,000 ",การขายปลีกเครื่องสำอาง การขายส่งเครื่องสำอาง รวมถึงสิ่งปรุงแต่งสำหรับประทินร่างกาย,139/2 ซอยพระรามที่ 6 ซอย 28 ถนนพระรามที่ 6  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400
"1,280",0105558087691,บจ.ฟ้าใส 989 จำกัด,28/5/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษาดูแลและบำรุงรักษางานระบบทุกชนิดภายในสถานประกอบการต่างๆ,20/1 ซอยกิจการ  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400
"1,281",0105558088248,บจ.ไทยบริลเลี่ยนท์เทส จำกัด,28/5/2558," 1,000,000 ",จำหน่ายอาหารและเครื่องดื่ม,206 ซอยพหลโยธิน 14 ถนนพหลโยธิน  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400
"1,282",0105558089139,บจ.ไวต้าไทม์ จำกัด,29/5/2558," 1,000,000 ",ค้า นำเข้าส่งออก จำหน่าย ผลิตภัณฑ์เครื่องมือแพทย์ วิตามิน เกลือแร่ และผลิตภัณฑ์เสริมอาหาร,165/1 ซอยพญานาค ถนนพระราม 6  แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400
"1,283",0105558075928,บจ.เอซี เอ็นเตอร์ไพร์ส จำกัด,7/5/2558," 1,000,000 ",ประกอบกิจการค้า วัสดุก่อสร้าง อุปกรณ์และเครื่องมือใช้ในการก่อสร้าง,252 ถนนเจริญเวียง  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,284",0105558077441,บจ.คอนเน็คทูโซเชียล จำกัด,11/5/2558," 1,000,000 ",ออกแบบ สร้าง พัฒนาและจัดจำหน่ายซอร์ฟแวร์ โปรแกรมสำเร็จรูป เว็บไซต์ อินเทอร์เน็ตเว็บโฮลดิ้ง,1055/779 อาคารสเตททาวเวอร์ ชั้นที่ 34 ถนนสีลม  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,285",0105558078315,บจ.ไทร์ยูนิตี้ จำกัด,12/5/2558," 1,000,000 ",นำเข้า ซื้อ ขาย จัดหา ตลอดจนเป็นนายหน้า ตัวแทน ในการซื้อขายสินค้ารวมทั้งอะไหล่ และอุปกรณ์,88 อาคารปาโซ่ ทาวเวอร์ ห้องเลขที่ เอ 2 ชั้นที่ 27 ถนนสีลม  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,286",0105558079401,บจ.เอที คอสเมติค (ประเทศไทย) จำกัด,14/5/2558," 1,000,000 ",ประกอบกิจการขายส่งขายปลีก เครื่องสำอาง ครีมบำรุงผิว โลชั่น ผลิตภัณฑ์สปาที่อยู่ในร้านเครื่องสำอาง,281/1 ถนนสุรวงศ์  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,287",0105558080441,บจ.เอส ลิงค์ คอร์ปอเรชั่น จำกัด,15/5/2558," 1,000,000 ",ให้บริการจัดทำบัญชี เป็นที่ปรึกษาด้านบริหารธุรกิจ การเงิน การตลาด และโครงการต่างๆ การจัดอบรม สัมมนา,64/5 ตรอกวัดสวนพลู (เจริญกรุง 42/1) ถนนเจริญกรุง  แขวงบางรัก เขตบางรัก กรุงเทพมหานคร 10500
"1,288",0105558080883,บจ.ธีม ดีไซน์และคอนซัลแทนท์ จำกัด,18/5/2558," 1,000,000 ",ให้บริการด้านออกแบบตกแต่งภายในและสถาปัตยกรรม,139 อาคารเศรษฐีวรรณทาวเวอร์ ชั้น12 ห้องเลขที่ 12เอ/2 ถนนปั้น  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,289",0105558081146,บจ.โค่เน็ทสึ เอ็น จำกัด,18/5/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออก ซื้อขาย เครื่องจักรอุตสาหกรรม,5 อาคารสิทธิวรกิจ ชั้นที่ 8 ห้องเลขที่ 803 ซอยพิพัฒน์  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,290",0105558082274,บจ.โกลเด้น เอ็มเพอเรอร์ เจมสโตนส์ จำกัด,19/5/2558," 1,000,000 ",ประกอบกิจการค้า เพชร พลอย อัญมณีและจิวเวอรี่ ทุกชนิดรวมถึงการนำเข้าและส่งออก สินค้าดังกล่าว,919/1 อาคารจิวเวลรี่ เทรดเซ็นเตอร์ ห้อง 338 ถนนสีลม  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,291",0105558083734,บจ.จอช แอนด์ จอน ดีไซน์ จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายเพชร พลอย และอัญมณีทุกชนิด,30-38 อาคารเค.บี.เอส. ชั้น 2 ห้อง211 ซอยมเหสักข์ 3 ถนนมเหสักข์  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,292",0105558083963,บจ.อะ มันท์ (ไทยแลนด์) จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการให้บริการงานด้านสื่อโฆษณา สื่อประชาสัมพันธ์ สื่อสิ่งพิมพ์ รวมถึงสื่อต่างๆ,139 ถนนปั้น  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,293",0105558085273,บจ.ชานนไนท์ จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการผลิต รับจ้างผลิตวีดิทัศน์ แผ่นวีดิทัศน์ ดีวีดีหรือแผ่นวีดีทัศน์ระบบดิจิทัล,160/204 อาคารไอทีเอฟ ชั้นที่ 14 ถนนสีลม  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,294",0105558085737,บจ.แอพติจูด ไมซ์ จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการนำเที่ยวในประเทศ รวมทั้งธุรกิจที่เกี่ยวกับการนำเที่ยวทุกชนิด,119 อาคารบีไอเอส ชั้นที่ 3 ห้องเลขที่ 3เอ8 ถนนมเหสักข์  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,295",0105558087021,บจ.ซีซีซี เอ็นเนอร์ยี่ จำกัด,27/5/2558," 1,000,000 ","เข้าเป็นผู้ถือหุ้นในบริษัทจำกัดและบริษํทมหาชนจำกัด,ลงทุนในธุรกิจอื่น",33/39 ถนนสุรวงศ์  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,296",0105558087217,บจ.ซัน โอเชี่ยน จำกัด,27/5/2558," 1,000,000 ",การขายสินค้าไม่ว่าอย่างใดอย่างเดียว หรือหลายอย่างก็ตาม ไว้เพื่อขายมีมูลค่ารวมทั้งสิ้นเป็นเงิน 500 บา,160/204 อาคารไอทีเอฟ ชั้น 14 ถนนสีลม  แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500
"1,297",0105558089198,บจ.เวิลด์ คลาส ศัลยกรรม จำกัด,29/5/2558," 1,000,000 ",ประกอบกิจการสถานเสริมความงาม,191 ถนนสีลม  แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500
"1,298",0103558009541,หจ.เอ็น เจ เค สตีลแอนด์สเตนเลส,1/5/2558," 1,000,000 ",การผลิตประตูหน้าต่าง กรอบประตู และผลิตภัณฑ์ที่คล้ายกันที่ทำจากโลหะ,158 ถนนคุ้มเกล้า  แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510
"1,299",0103558010042,หจ.เทพอิงค์กราฟฟิค,12/5/2558," 1,000,000 ",ประกอบกิจการให้บริการทางโฆษรา จัดทำป้ายโฆษณา,61/197 ซอยคู้บอน 36  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,300",0103558010492,หจ.14 เมษา ก่อสร้าง,19/5/2558," 1,000,000 ",ให้บริการก่อสร้างต่อเติม อาคาร และสิ่งปลูกสร้าง,778/36 ถนนเจริญพัฒนา  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,301",0105558074387,บจ.มาตัง เนตเวิร์ก จำกัด,1/5/2558," 1,000,000 ",จำหน่ายเครื่องใช้สำนักงานอุปกรณ์การเรียนการสอนวัสดุภัณฑ์,22 ซอยรามคำแหง 164  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,302",0105558074417,บจ.ชนาธิป คอนสตรั๊คชั่น แอนด์ อินทีเรีย 2014 จำกัด,1/5/2558," 1,000,000 ",ค้า เคมีภัณฑ์ เครื่องมือ เครื่องใช้ทางการแพทย์ ทางวิทยาศาสตร์ รวมทั้งอะไหล่ของสินค้าดังกล่าว,36 ซอยรามคำแหง 166 แยก 7  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,303",0105558074841,บจ.เบสท์ ไดเอททารี่ เพอร์ฟอร์มานซ์ จำกัด,6/5/2558," 1,000,000 ",ประกอบกิจการขายปลีกนมผงผลิตภัณฑ์จากนมและอาหารอื่นๆที่เกี่ยวข้อง,186/550 ซอยรามคำแหง 190/1 ถนนรามคำแหง  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,304",0105558075502,บจ.พรีเมียร์ เอ็นจิเนียริ่ง โปรดักส์ จำกัด,6/5/2558," 1,000,000 ",การขายวัสดุก่อสร้างอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,406/157 ถนนเลียบคลองสอง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,305",0105558075740,บจ.โกล ทรานสปอร์ต เซอร์วิส จำกัด,7/5/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้ารวมถึงคนโดยสารทั้งทางบกทางน้ำทางอากาศทั้งภายในประเทศและระหว่างประเทศ,42/202 ซอยนิมิตใหม่ 6/1  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,306",0105558076002,บจ.ดีดี พลัส คอนสตรัคชั่น จำกัด,7/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,468/136 หมู่บ้านพร้อมพัฒน์ 2 ถนนปัญญาอินทรา  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,307",0105558076347,บจ.โนเบิ้ล แอ๊ด โมทิเวชั่น จำกัด,8/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,449/57 หมู่บ้านพร้อมพัฒน์ ไพร์ม ถนนปัญญาอินทรา  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,308",0105558076363,บจ.เวลเทค ซิสเต็มส์ (ไทยแลนด์) จำกัด,8/5/2558," 1,000,000 ",จำหน่ายกล้องวงจรปิดสัญญาณเตือนภัยรวมถึงชิ้นส่วนและอุปกรณ์ที่เกี่ยวข้อง,162/81 ถนนร่มเกล้า  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,309",0105558076568,บจ.นูรัล มาร์เก็ตติ้ง (ไทยแลนด์) จำกัด,8/5/2558," 1,000,000 ",ประกอบกิจการค้าปุ๋ย ยาปราบศัตรูพืชยาบำรุงพืชและสัตว์ทุกชนิดเครื่องมือเครื่องใช้ เวชภัณฑ์เคมีภัณฑ์,95/288 หมู่บ้านเดอะคอนเนค 22 ถนนสุวินทวงศ์  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,310",0105558077262,บจ.โช บราเธอร์ แอดเวอร์ไทซิ่ง จำกัด,8/5/2558," 1,000,000 ",ออกแบบผลิตติดตั้งสิ่งพิมพ์สื่อโฆษณาป้ายโฆษณาแผ่นไวนิลล์สติกเกอร์ฉลากสินค้าแผ่นพับ,1/108 ซอยพระยาสุเรนทร์ 39  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,311",0105558077726,บจ.นฤกาล เซอร์วิส จำกัด,11/5/2558," 1,000,000 ",กิจการที่เกี่ยวกับให้เช่าอสังหาริมทรัพย์ ที่เป็นของตนเองหรือเช่าจากผู้อื่น,302/222 ถนนเลียบคลองสอง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,312",0105558077874,บจ.เอที พลัส คอนเน็คชั่น จำกัด,11/5/2558," 1,000,000 ",ให้บริการติดตั้ง ซ่อมแซม บำรุงรักษา คอมพิวเตอร์ ปริ้นเตอร์ และอุปกรณ์สำนักงานทุกชนิด,109/137 หมู่บ้านเสนาวิลล่า ซอยพระยาสุเรนทร์ 35  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,313",0105558077980,บจ.โชคชนันท์กานต์ จำกัด,11/5/2558," 1,000,000 ",ประกอบกิจการค้า อิฐ หิน ดิน ทราย วัสดุก่อสร้าง,104/133 ถนนเลียบคลองสอง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,314",0105558078412,บจ.วาย แอนด์ ที (ไทยแลนด์) จำกัด,12/5/2558," 1,000,000 ",ประกอบกิจการค้า ผลิตและจำหน่ายอุปกรณ์ เครื่องมือแพ็คสินค้า,286/9 ถนนราษฎร์อุทิศ  แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510
"1,315",0105558078498,บจ.361เทค จำกัด,12/5/2558," 1,000,000 ",ประกอบกิจการติดตั้งสายไฟฟ้ากำลังส่ง สายเคเบิล ตามอาคารต่างๆ,499/31 หมู่บ้านฮาบิเทียออร์บิต หทัยราษฎร์ ถนนหทัยราษฎร์  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,316",0105558078510,บจ.แฮปปี้ สไมล์ ทัวร์ แอนด์ ทราเวล (ไทยแลนด์) จำกัด,12/5/2558," 1,000,000 ",นำเที่ยวและธุรกิจอื่นที่เกี่ยวข้องกับการนำเที่ยวทุกชนิด,94/501 ถนนคู้บอน  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,317",0105558078561,บจ.ภัทร พาวเวอร์ เอ็นจิเนียริ่ง จำกัด,12/5/2558," 1,000,000 ",ให้บริการติดตั้งระบบท่อแก๊ส และซ่อมบำรุงระบบท่อส่งผ่านน้ำมันปิโตรเลียมหรือก๊าซธรรมชาติ,149/38 ซอยสุวินทวงศ์ 5/2 ถนนสุวินทวงศ์  แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510
"1,318",0105558079621,บจ.ซีมัวร์ มารีน แอนด์ เอ็นจิเนียริ่ง จำกัด,14/5/2558," 1,000,000 ",ประกอบกิจการงานเชื่อม งานดัดโครงสร้างเหล็กบนเรือ,39/313 ซอยสุขาภิบาล 5 ซอย 82  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,319",0105558079796,บจ.สิงห์ วิศวกรรม (ประเทศไทย) จำกัด,15/5/2558," 1,000,000 ",เข้าร่วมสมทบกับบุคคลอื่นหรือกับส่วนบุคคลอื่นเพื่อดำเนินการให้ไปตามวัตถุประสงค์ของบริษัททั้งหมด,40/190 ถนนไทยรามัญ  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,320",0105558080930,บจ.ทิวส์ จำกัด,18/5/2558," 1,000,000 ",ให้คำปรึกษา วางแผน รวมทั้งธุรกิจที่เกี่ยวข้องกับอสังหาริมทรัพย์ทุกประเภท,222/158 ถนนปัญญารามอินทรา  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,321",0105558081219,บจ.สยามออโต้ ทูลส์ จำกัด,18/5/2558," 1,000,000 ",การขายส่งและการขายปลีกซึ่งสินค้าตามที่กำหนดไว้ในวัตถุที่ประสงค์,1/1463 หมู่บ้านเคหะรามคำแหง ซอยรามคำแหง 190/2 ถนนรามคำแหง  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,322",0105558081227,บจ.บุญนำพา (ประเทศไทย) จำกัด,18/5/2558," 1,000,000 ",ประกอบกิจการรับแปลบทภาพยนตร์ไทย-อังกฤษ และภาษาอื่น,300/137 ถนนเลียบคลองสอง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,323",0105558081511,บจ.ไทย เอส เอส กรุ๊ป จำกัด,18/5/2558," 1,000,000 ",จำหน่ายวัสดุอุปกรณ์ก่อสร้างและเครื่องมืออุปกรณ์ความปลอดภัยในการทำงาน,38/1362 ถนนไทยรามัญ  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,324",0105558082045,บจ.เสื้อฟุตบอลไทย บาย เอเท็น-ธันวา จำกัด,19/5/2558," 1,000,000 ",ขายส่ง ขายปลีก เสื้อผ้ากีฬา รองเท้ากีฬา และอุปกรณ์กีฬาอย่างอื่นทุกชนิดทุกประเภท,48/130 ซอยรามคำแหง 174  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,325",0105558082118,บจ.ยู สไมล์ จำกัด,19/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายคอมพิวเตอร์อุปกรณ์คอมพิวเตอร์ซอฟต์แวร์ฮาร์ดแวร์และส่วนประกอบอื่นๆที่เกี่ยวข้อง,82/129 ซอยสุเหร่าคลองหนึ่ง 5  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,326",0105558082291,บจ.รอยเคม (ไทยแลนด์) จำกัด,19/5/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายแผ่นโฟม ฉีดโฟม พ่นน้ำยาเคมี,6/365 ซอยพระยาสุเรนทร์ 33 ถนนพระยาสุเรนทร์  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,327",0105558082495,บจ.วัน ซีเครท จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องสำอาง น้ำหอม ครีมบำรุงผิว ผงสำหรับบำรุงผิว,148/1354 ซอยรามคำแหง 190  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,328",0105558082509,บจ.เอสเอ็มสมิธวู้ด จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้าง ตกแต่งภายในอาคาร บ้านเรือน สำนักงาน ต่างๆ ทุกชนิด,116/2 ถนนพระยาสุเรนทร์  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,329",0105558082517,บจ.นาญา ศิริ จำกัด,20/5/2558," 1,000,000 ",การติดตั้งส่วนประกอบอาคารและการตกแต่งภายใน,25/512 ซอยรามคำแหง 174  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,330",0105558082568,บจ.สำนักพิมพ์ นาคา จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายนิตยสารเพื่อการเกษตรรวมทั้งรับโฆษณาบนนิตยสารดังกล่าว,65/25 ซอยสามวา 25  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,331",0105558082851,บจ.พิมพ์ธารา จำกัด,20/5/2558," 1,000,000 ",จำหน่ายปลีกเครื่องใช้ไฟฟ้า และอิเล็กทรอนิกส์ทุกชนิดรวมทั้งอะไหล่และอุปกรณ์ของสินค้าดังกล่าว,222/35 หมู่บ้านเดอะโมส ถนนสามวา  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,332",0105558083467,บจ.เจซีอาร์ เอ็นเตอร์ไพรส์ จำกัด,20/5/2558," 1,000,000 ",ประกอบกิจการซื้อขาย ขายปลีกขายส่ง ค้า นำเข้าส่งออก เครื่องจักรกล ชิ้นส่วนอะไหล่เครื่องมือเครื่องใช้,186/66 ซอยรามคำแหง 190/1  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,333",0105558083696,บจ.โปร ไฮ เซอร์วิส จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ โรงแรม โรงงาน,37/203 หมู่บ้านเค.ซี.รามอินทรา 3 ซอยหทัยราษฎร์ 39  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,334",0105558084285,บจ.เดอะคัสตอม จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการรับออกแบบ ผลิตและติดตั้ง บ้านสำเร็จรูปทุกชนิด,15/159 ถนนหทัยราษฎร์  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,335",0105558084358,บจ.มีฟาร์ม จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการผลิตภัณฑ์ อาหารจากสมุนไพร เห็ดถั่งเช่าสีทอง,36 ซอยรามอินทรา 86 แยก 6  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,336",0105558084374,บจ.อะควา ฟีดดิ้ง ซับพลาย จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการผลิต และจำหน่ายอาหารสัตว์ทุกประเภททุกชนิด,6/39 ซอยเลียบคลองสอง 25  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,337",0105558084463,บจ.ยูดับบลิวซี โซล่าร์ จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการค้า ลงทุน และดำเนินการผลิตไฟฟ้าจากพลังงานหมุนเวียน เช่น แสงแดด ลม น้ำ และอื่น ๆ,247 ถนนร่มเกล้า  แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510
"1,338",0105558084676,บจ.ณัฎชา การโยธา จำกัด,22/5/2558," 1,000,000 ",ประกอบกิจการรับตกแต่งภายใน และรับเหมาก่อสร้างอาคารพานิชย์ อาคารที่พักอาศัย,778/143 หมู่บ้านประภาทรัพย์ 4 ถนนเจริญพัฒา  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,339",0105558084722,บจ.ลี แอนด์ โค คอสเมซูติคอล จำกัด,22/5/2558," 1,000,000 ",ประกอบกิจการผลิตและขายยา,480 ถนนพระยาสุเรนทร์  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,340",0105558085311,บจ.วาสประสงค์ คอนสตรัคชั่น จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง ออกแบบ และตกแต่งภายใน,464/257 ถนนปัญญาอินทรา  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,341",0105558085729,บจ.แฮปปี้เนส บ๊อกซ์ จำกัด,25/5/2558," 1,000,000 ",การให้บริการด้านการโฆษราอย่างเต็มรูปแบบ การขยายเวลาและพื้นที่สำหรับการโฆษณาเพื่อใช้สื่อโฆษณาประเภทอื,30 ซอยเลียบคลองสอง 8  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
